"creditpolicy","loanamnt","term","intrate","emplength","targetloanstatus","dti","inqlast6mths","revolutil","totalacc","delin2years","homeowner","logannualinc","logrevolbal","ratioacc","verified","purpose_mod","pvalue_glm","pvalue_bag","pvalue_tree","pvalue_forest","pvalue_boosttree","pvalue_boostlinear","pvalue_pca","profit","loss","pvalue_NN"
1,7000,36,0.1596,7,0,6.35,1,0.605,6,"N","N",10.4341452149305,8.71833650245078,1,"Y","credit_card",0.164006300894125,0.166064873802036,0.667052916183855,0.4875,0.487843424081802,0.54485946893692,0.129695032126189,1467.2,0,0.585005618146786
1,10800,36,0.0991,2,0,5.5,0,0.133,18,"N","N",10.9258845219484,7.83834331555712,0.388888888888889,"Y","living_expenses",0.0722011749650141,0.0693039970037004,0.293940911367051,0.16,0.0986558347940445,0.280945867300034,0.0704755119066288,1610.28,0,0.292495501774389
1,15000,36,0.079,1,0,8.48,0,0.504,27,"N","N",10.7144399907278,8.81060879571578,0.259259259259259,"Y","debt_consolidation",0.0809787038643126,0.0798951718456949,0.293940911367051,0.2875,0.379820227622986,0.286666393280029,0.0677636907384617,1935,0,0.322925498305425
1,12500,60,0.1269,1,0,16.04,3,0.5,24,"N","N",10.2036291813376,9.22463767667701,0.25,"Y","debt_consolidation",0.279370095936358,0.276505568934535,0.523691800576844,0.615,0.685167014598846,0.650750279426575,0.240094152837506,2211.25,0,0.691529330561004
1,12000,36,0.079,10,0,16.7,0,0.21,25,"N","N",11.0397327560111,9.05975001334368,0.6,"N","debt_consolidation",0.0589845441865943,0.0588458295614515,0.293940911367051,0.1975,0.221249938011169,0.286328792572021,0.0817986611030446,1548,0,0.292194176301955
1,3000,36,0.1825,9,0,17.39,0,0.981,22,"N","Y",11.0821579333748,10.6905120686874,0.363636363636364,"N","other",0.210846796645764,0.210363956584666,0.667052916183855,0.5625,0.697894275188446,0.55097371339798,0.196841675689871,697.5,0,0.666095753732158
1,4400,36,0.1677,10,0,20.01,0,0.99,11,"N","N",10.9151066458675,10.1361060742129,0.636363636363636,"N","debt_consolidation",0.174159672006576,0.176809002578882,0.667052916183855,0.49,0.409295558929443,0.595695316791534,0.198740224348627,957.88,0,0.636129440671863
1,10000,36,0.1065,6,0,11.47,0,0.523,10,"N","N",10.2036291813376,8.96380024285558,0.7,"Y","other",0.151752580237486,0.149660797844034,0.523691800576844,0.48,0.694264769554138,0.371055096387863,0.146344226867729,1565,0,0.555367065320158
1,11000,36,0.0662,5,0,10.85,0,0.364,7,"N","N",11.1562648066437,9.36211680694198,0.714285714285714,"N","debt_consolidation",0.0490282948752733,0.0491744984970112,0.293940911367051,0.1175,0.0504011623561382,0.273489266633987,0.0804426747208068,1278.2,0,0.235914264312153
1,10000,36,0.1065,2,0,19.14,3,0.591,24,"N","N",10.8474129065069,9.22631214148588,0.416666666666667,"N","credit_card",0.101732931339849,0.101149899094857,0.523691800576844,0.355,0.435103744268417,0.496575713157654,0.0924802081762108,1565,0,0.447797595717354
1,8000,36,0.1677,1,0,21.64,3,0.669,20,"N","N",11.0349057929294,8.71423914360857,0.7,"N","debt_consolidation",0.200085930636308,0.204748972851035,0.667052916183855,0.535,0.588594257831573,0.65444952249527,0.191552963674088,1741.6,0,0.638899259540917
1,10000,60,0.1065,10,1,21.73,1,0.301,15,"N","N",10.7363314559532,9.32107641357085,0.466666666666667,"Y","debt_consolidation",0.142497929827399,0.141560447771336,0.523691800576844,0.625,0.367653131484985,0.53723680973053,0.220029206536358,0,9500,0.569266196472804
1,16425,36,0.1427,4,0,22.71,1,0.834,18,"N","N",10.7042551931547,9.66446865206363,0.555555555555556,"Y","debt_consolidation",0.18052852479535,0.181682644307382,0.523691800576844,0.405,0.378070056438446,0.553163528442383,0.16643613341694,3165.0975,0,0.603131975888418
1,15000,36,0.1465,2,0,11.88,1,0.795,18,"N","Y",11.0186455364637,9.87292524695349,0.444444444444444,"Y","credit_card",0.124070813108991,0.123768565904982,0.523691800576844,0.3775,0.43058505654335,0.488123267889023,0.0909177006829873,2947.5,0,0.477159858447216
1,7250,60,0.2167,1,0,24.82,2,0.912,19,"N","N",11.2252567257629,9.98539006815576,0.473684210526316,"Y","debt_consolidation",0.363201944998072,0.368785944412967,0.667052916183855,0.745,0.948686957359314,0.823710024356842,0.392139021095387,1933.575,0,0.751851829945766
1,18000,60,0.1991,10,0,6.81,0,0.778,40,"N","Y",11.0821579333748,9.37126803608247,0.25,"N","debt_consolidation",0.327389350260174,0.328800303090263,0.667052916183855,0.6925,0.853256702423096,0.684936940670013,0.227903941568852,4483.8,0,0.727025945316341
1,4500,36,0.0603,4,0,4.44,0,0.139,17,"N","N",10.8780660602808,9.06311565221966,0.411764705882353,"Y","luxury",0.0420082520630818,0.0408105213343788,0.293940911367051,0.1675,0.147031977772713,0.198215961456299,0.0510979776190519,496.35,0,0.189290961445904
1,9200,36,0.1242,2,0,19.96,3,0.787,19,"N","N",11.002116507732,10.0562086395538,0.421052631578947,"Y","debt_consolidation",0.142054234426339,0.143119890706833,0.523691800576844,0.5025,0.688178896903992,0.538764655590057,0.142788935677668,1602.64,0,0.554588094550158
1,14000,60,0.1727,4,0,6.34,2,0.794,10,"N","N",10.2399955028053,8.85180655855245,0.5,"Y","other",0.440493011065829,0.438180921038125,0.667052916183855,0.84,0.852697551250458,0.732044816017151,0.355742500541284,3117.8,0,0.774095776670725
1,12000,36,0.1629,9,0,16.85,0,0.964,15,"N","N",11.3892425592577,10.0405066061942,0.4,"Y","debt_consolidation",0.138714371603413,0.140383946172623,0.667052916183855,0.3575,0.511324167251587,0.545268714427948,0.148226302729955,2554.8,0,0.563574353162521
1,12000,36,0.1065,1,0,23.94,0,0.784,51,"N","N",11.0349057929294,9.91891789019149,0.196078431372549,"Y","credit_card",0.0878453015365684,0.0866150907689044,0.523691800576844,0.425,0.540473103523254,0.381069302558899,0.0685367927384949,1878,0,0.351381358124251
1,7000,36,0.1065,3,0,5.38,0,0.781,11,"N","Y",10.6846685039296,8.73969653784302,0.636363636363636,"N","credit_card",0.0899324006193299,0.0898358875883493,0.523691800576844,0.315,0.164420515298843,0.386970192193985,0.0768219938162474,1095.5,0,0.387876725058631
1,7000,36,0.1171,4,0,21.01,0,0.524,26,"N","Y",10.5744146861942,9.15005944109125,0.307692307692308,"N","debt_consolidation",0.112866759767054,0.11188846646378,0.523691800576844,0.4175,0.562031149864197,0.391769587993622,0.108378260106463,1169.7,0,0.459286796176084
1,3500,36,0.0603,10,0,2.31,0,0.134,28,"N","Y",11.3266079348989,8.03689677268507,0.214285714285714,"Y","car",0.0307214702284531,0.0298304619302229,0.293940911367051,0.0475,0.00658346014097333,0.189857855439186,0.0306684050654594,386.05,0,0.1063891149938
1,16000,60,0.1758,7,0,15.56,0,0.871,16,"N","N",11.0821579333748,9.96019864412017,0.5,"N","debt_consolidation",0.266263364221432,0.268314929415512,0.667052916183855,0.735,0.676334083080292,0.709616601467133,0.296148565931641,3612.8,0,0.704151870474659
1,18825,60,0.1677,10,1,23.18,0,0.797,7,"N","N",10.5453677541517,9.30610499396056,0.857142857142857,"Y","debt_consolidation",0.316562848125549,0.319825943226416,0.667052916183855,0.72,0.84233820438385,0.7310551404953,0.37338169206654,0,17883.75,0.73355717868387
1,10000,36,0.1825,1,1,24.14,0,0.963,26,"N","N",11.2252567257629,10.0357869365496,0.346153846153846,"Y","credit_card",0.148150490910234,0.148673363593428,0.667052916183855,0.4975,0.512105524539948,0.598125100135803,0.127629151486296,0,9500,0.540466455160187
1,12000,36,0.1171,2,0,13.32,0,0.541,38,"N","Y",11.7440451224101,10.3954972620445,0.447368421052632,"N","debt_consolidation",0.0701143303013719,0.0706572752357854,0.404731457800512,0.265,0.200778588652611,0.321679353713989,0.075090058192468,2005.2,0,0.305352299947469
1,10000,36,0.079,1,0,25.26,0,0.372,16,"N","N",10.6689786502192,9.01383875160839,0.5,"N","debt_consolidation",0.0719288377312154,0.071319491137756,0.293940911367051,0.2575,0.451667547225952,0.336907684803009,0.103807281506047,1290,0,0.321266839466599
1,12000,36,0.0991,1,0,16.44,1,0.293,25,"N","N",10.8197982842103,9.57052913521471,0.44,"N","debt_consolidation",0.0869140823513183,0.0862618924317617,0.293940911367051,0.3225,0.345843374729156,0.352031797170639,0.0919678002293932,1789.2,0,0.374207123229876
1,25000,60,0.1349,10,1,14.15,0,0.912,21,"N","Y",11.1124628236349,9.63691444329458,0.285714285714286,"Y","credit_card",0.175781849596648,0.17405821614647,0.404731457800512,0.5875,0.52094167470932,0.607238352298737,0.1630699996041,0,23750,0.597922269293655
1,19750,36,0.1065,4,1,22.8,0,0.542,28,"N","N",10.7144399907278,9.71577147142487,0.428571428571429,"Y","debt_consolidation",0.111586966127857,0.110695191587203,0.523691800576844,0.34,0.338851660490036,0.384256303310394,0.108220831970593,0,18762.5,0.444602346315856
1,10000,36,0.0991,3,0,14.81,0,0.27,19,"N","N",10.348205424566,8.61993026886735,0.684210526315789,"Y","debt_consolidation",0.101419711842214,0.100977913271058,0.293940911367051,0.4675,0.52082622051239,0.334599733352661,0.101745310059205,1491,0,0.409194735663107
1,13650,36,0.1242,4,0,24.09,0,0.565,34,"N","N",11.0974251724089,9.09761950191206,0.323529411764706,"Y","debt_consolidation",0.105349596905553,0.105297782455828,0.404731457800512,0.29,0.254474371671677,0.417415708303452,0.107283457331835,2377.83,0,0.433771943771423
1,10000,36,0.0751,3,0,9.75,1,0.006,19,"N","N",10.4042931430198,4.23410650459726,0.473684210526316,"N","credit_card",0.0646188002593415,0.0639900469738191,0.293940911367051,0.2225,0.225068688392639,0.338128268718719,0.0545892681416174,1251,0,0.256337757101836
1,6375,36,0.0751,4,0,4.8,0,0.58,11,"N","N",10.6919676399149,8.75226531359572,0.636363636363636,"Y","debt_consolidation",0.0748931690993029,0.0749851783759324,0.293940911367051,0.2475,0.116909310221672,0.29709866642952,0.0829506724907025,797.5125,0,0.338160728849575
1,11100,36,0.0662,10,1,29.85,1,0.623,18,"N","N",10.6213517356329,9.77104128523582,0.444444444444444,"Y","credit_card",0.0662223200932299,0.0649473684958451,0.293940911367051,0.295,0.197957172989845,0.380044490098953,0.090637966084222,0,10545,0.338972565330152
1,6200,36,0.0603,5,0,18.2,0,0.16,18,"N","Y",10.1849377471114,8.00068478451475,0.333333333333333,"N","business",0.133161758262547,0.128961263870136,0.293940911367051,0.29,0.0859617292881012,0.26828071475029,0.159617360544308,683.86,0,0.521951422894736
1,15000,36,0.1864,1,0,19.69,2,0.903,12,"N","N",10.8967578438935,9.62799752084971,0.75,"N","debt_consolidation",0.2552242236741,0.260393712847816,0.667052916183855,0.5975,0.468096524477005,0.691475510597229,0.223652761196038,3546,0,0.687355719823948
1,12000,36,0.0991,2,1,7.83,2,0.654,16,"N","N",10.6454487065059,9.18502256399189,0.5,"N","debt_consolidation",0.122604013231359,0.122721885597207,0.293940911367051,0.41,0.399191349744797,0.43090745806694,0.106268315538198,0,11400,0.49790041388322
1,21600,60,0.1942,8,0,16.74,0,0.781,21,"Y","Y",11.002116507732,9.49964612554406,0.285714285714286,"Y","debt_consolidation",0.311956150224724,0.312549345429669,0.667052916183855,0.7825,0.855296432971954,0.725990772247314,0.311185384663065,5274.72,0,0.726133395510735
1,10000,36,0.1171,8,1,22.08,0,0.293,26,"N","N",11.002116507732,8.63533171943328,0.307692307692308,"N","debt_consolidation",0.0834170901467541,0.0829648624420233,0.523691800576844,0.32,0.454249054193497,0.386413305997849,0.10086511037198,0,9500,0.391748225486027
1,13475,60,0.1349,10,1,21.89,1,0.658,14,"N","N",10.1266711030504,9.20472463319055,0.5,"Y","credit_card",0.23888698659354,0.235754252073514,0.523691800576844,0.74,0.66281658411026,0.674364626407623,0.242080639743097,0,12801.25,0.679583974371979
1,8500,36,0.0603,2,0,1.73,0,0.28,18,"N","N",10.1266711030504,7.80954132465341,0.333333333333333,"N","credit_card",0.0610823364422099,0.0592066847261772,0.293940911367051,0.21,0.0431523248553276,0.251786410808563,0.0463892061338313,937.55,0,0.242959490888843
1,8000,36,0.1242,10,0,15,0,0.882,11,"N","N",10.5966597327836,9.83102438080241,0.909090909090909,"N","credit_card",0.119699140746962,0.120561895348918,0.523691800576844,0.45,0.479402840137482,0.491892099380493,0.125774189669215,1393.6,0,0.526381391602801
1,22000,36,0.0991,2,0,13.22,4,0.498,32,"N","Y",10.8197982842103,9.97445846640671,0.53125,"Y","debt_consolidation",0.14434274415902,0.14472979860438,0.293940911367051,0.4025,0.612298190593719,0.43341052532196,0.0996583778397723,3280.2,0,0.52140061946716
1,6000,36,0.1427,10,0,24.53,1,0.959,30,"N","Y",11.4595352367107,11.1829063620217,0.433333333333333,"Y","car",0.10595725045057,0.105277389969109,0.404731457800512,0.4525,0.745678424835205,0.508630990982056,0.106554828846935,1156.2,0,0.478719934452573
1,2500,36,0.0751,0,1,16.3,2,0.422,20,"N","Y",9.39274525863144,8.48755838628655,0.65,"Y","debt_consolidation",0.158843281742584,0.15703908350606,0.293940911367051,0.5,0.965453147888184,0.365136235952377,0.118183618254001,0,2375,0.53370017839889
1,13500,36,0.0991,2,0,22.93,1,0.672,15,"N","Y",10.4913019948302,10.1271109886872,0.866666666666667,"Y","credit_card",0.105019588907767,0.104721978558492,0.293940911367051,0.3175,0.0969324633479118,0.418388932943344,0.106302230798222,2012.85,0,0.428485543004501
1,7325,36,0.1269,1,0,22.57,3,0.65,29,"N","N",10.6454487065059,8.89316082873538,0.413793103448276,"N","debt_consolidation",0.169576674523886,0.17055817678619,0.523691800576844,0.5125,0.444431811571121,0.558221757411957,0.147832368146607,1295.7925,0,0.591012155939116
1,10000,36,0.1349,5,1,6.92,2,0.695,17,"Y","N",11.0821579333748,9.56752518590912,0.705882352941177,"N","business",0.255879569720222,0.257085408266409,0.404731457800512,0.7025,0.726218938827515,0.536832749843597,0.286384661598765,0,9500,0.71425040008405
1,7750,36,0.1727,1,1,16.1,1,0.671,7,"N","N",10.0858507751287,7.76174498465891,0.571428571428571,"N","debt_consolidation",0.253031192745309,0.254686324425391,0.667052916183855,0.67,0.591910004615784,0.629534006118774,0.195936272112254,0,7362.5,0.673687050317436
1,9600,36,0.1242,10,0,11.65,0,0.709,11,"N","N",11.0821579333748,9.33078652505205,0.545454545454545,"Y","debt_consolidation",0.101394857430966,0.10217749248578,0.404731457800512,0.3525,0.338972747325897,0.426957130432129,0.116998206783256,1672.32,0,0.471115763690755
1,15000,36,0.1727,8,1,16.03,0,0.759,17,"N","N",11.2252567257629,9.51088931013479,0.588235294117647,"Y","debt_consolidation",0.158500461876173,0.160855430394262,0.667052916183855,0.45,0.530018925666809,0.548064112663269,0.153321162733088,0,14250,0.582308499109347
1,16000,36,0.1269,1,1,20.64,0,0.893,10,"N","N",10.9767991270909,10.1744684332645,0.8,"Y","debt_consolidation",0.130919304941877,0.132667478199382,0.523691800576844,0.3825,0.322331130504608,0.482101023197174,0.154431304710453,0,15200,0.510550609889045
1,25000,36,0.1171,10,0,6.88,1,0.891,18,"N","Y",11.5129354649202,9.95840178341352,0.444444444444444,"Y","debt_consolidation",0.107546689516959,0.108581897756344,0.404731457800512,0.415,0.551511704921722,0.420067340135574,0.0937690939308311,4177.5,0,0.471156363558257
1,9000,36,0.1269,5,0,17.81,1,0.554,21,"N","N",10.8197982842103,9.4535218170269,0.619047619047619,"Y","debt_consolidation",0.125495292673483,0.126309677026436,0.523691800576844,0.355,0.391209930181503,0.452260345220566,0.129398148232283,1592.1,0,0.508190185179564
1,13250,36,0.1065,4,0,24.93,2,0.587,25,"N","N",10.463131911492,9.50248746138712,0.44,"N","debt_consolidation",0.143067388558351,0.142435931001156,0.523691800576844,0.4,0.41606816649437,0.484499663114548,0.138685248483119,2073.625,0,0.548453437997473
1,3000,36,0.1465,5,0,21.84,1,0.887,14,"N","N",11.1704492404313,9.62066034281053,0.285714285714286,"Y","living_expenses",0.135747688803572,0.132478898689131,0.404731457800512,0.3975,0.46218153834343,0.540447056293488,0.158230397362701,589.5,0,0.553158561774772
1,7350,36,0.1065,10,0,11.93,0,0.775,5,"N","Y",10.7789771230064,9.6542566664586,1,"N","debt_consolidation",0.107561499951366,0.109453304606893,0.523691800576844,0.465,0.219004198908806,0.4063361287117,0.136666495740981,1150.275,0,0.495315922766492
1,10500,36,0.1629,3,1,15,1,0.555,8,"N","N",10.3089859934221,8.59044365315583,0.875,"Y","debt_consolidation",0.214845480766334,0.21759965424722,0.667052916183855,0.695,0.827524125576019,0.566667497158051,0.184158432266281,0,9975,0.637612975793169
1,7000,36,0.1242,7,0,12,1,0.716,31,"N","Y",11.314486721294,10.13994211791,0.193548387096774,"N","debt_consolidation",0.0986544361381932,0.098677476803676,0.404731457800512,0.36,0.394881010055542,0.404271692037582,0.0910217229084295,1219.4,0,0.449472438710785
1,2000,36,0.1527,2,0,17.74,1,0.964,11,"N","N",10.6213517356329,9.8045508046761,0.636363636363636,"Y","living_expenses",0.198051126802866,0.194672797182365,0.667052916183855,0.5475,0.533368527889252,0.568300127983093,0.192426387386181,405.4,0,0.633209507907136
1,11625,36,0.1349,1,0,19.33,1,0.847,31,"N","Y",10.4913019948302,9.90248705220255,0.548387096774194,"Y","credit_card",0.157459326322957,0.156861181704671,0.523691800576844,0.4625,0.686217665672302,0.490323424339294,0.104921175625793,2149.4625,0,0.535184595428298
1,5300,36,0.1527,1,0,24.88,2,0.827,13,"N","N",10.3089859934221,8.9690328500343,0.846153846153846,"Y","credit_card",0.19673130372764,0.198716684849971,0.667052916183855,0.51,0.420728951692581,0.635899424552917,0.173397081797474,1074.31,0,0.62270840952983
1,21000,60,0.1727,10,0,7.75,0,0.503,16,"N","Y",11.5991123354811,10.1439207723873,0.5625,"Y","debt_consolidation",0.183040973323229,0.184811398405694,0.667052916183855,0.64,0.654107391834259,0.592073440551758,0.20835872210676,4676.7,0,0.616323013135255
1,16000,60,0.1727,2,0,11.04,0,0.422,16,"N","N",10.8197982842103,9.66706877402189,0.625,"Y","debt_consolidation",0.242861829948145,0.243587486597218,0.667052916183855,0.7875,0.680456399917603,0.624318838119507,0.247798691999,3563.2,0,0.658071559635206
1,26000,60,0.1677,10,1,11.77,1,0.727,14,"N","Y",10.8780660602808,8.93075873555827,0.357142857142857,"Y","living_expenses",0.309069253422475,0.30171172117679,0.667052916183855,0.7625,0.83510285615921,0.686481833457947,0.265785747590544,0,24700,0.718630532715635
1,4000,36,0.0751,1,0,18.17,0,0.507,24,"N","N",11.0821579333748,9.21363493892561,0.416666666666667,"Y","luxury",0.0551224960072062,0.0541550729141158,0.293940911367051,0.25,0.235656693577766,0.283010542392731,0.0738445319057031,500.4,0,0.261381119322205
1,10000,36,0.0662,5,0,26.85,0,0.704,40,"N","N",10.7144399907278,9.22365138603585,0.375,"N","credit_card",0.0673590500402431,0.0662582808631298,0.293940911367051,0.3575,0.678751468658447,0.340673565864563,0.0715310075924976,1162,0,0.304613805951585
1,12000,36,0.1465,1,0,14.87,2,0.71,38,"N","N",11.1704492404313,9.79662591075203,0.394736842105263,"Y","credit_card",0.128409995989911,0.128541634526741,0.404731457800512,0.3275,0.342270612716675,0.512024641036987,0.0880959942139088,2358,0,0.489504255585235
1,15600,60,0.1269,10,1,5.78,1,0.357,11,"N","N",10.8197982842103,8.99714715151514,0.727272727272727,"Y","luxury",0.171629456765249,0.169864764663899,0.523691800576844,0.5675,0.467721730470657,0.546018004417419,0.195647097719031,0,14820,0.622434598812555
1,10800,36,0.1242,8,0,12.12,0,0.745,23,"N","N",11.8130374648005,9.82379478362688,0.608695652173913,"Y","credit_card",0.0618101874630776,0.0625280540772289,0.404731457800512,0.33,0.412826240062714,0.402965158224106,0.0741680989963969,1881.36,0,0.30774851302688
1,8000,36,0.079,2,0,6.09,1,0.559,31,"N","N",11.2644769261024,9.67965626478542,0.516129032258065,"N","luxury",0.0638715575165171,0.0632308993006852,0.293940911367051,0.22,0.422276586294174,0.292862892150879,0.0651858981823636,1032,0,0.314873719918135
1,5500,36,0.079,10,0,6.65,0,0.433,23,"N","Y",10.9853096718968,9.11943049661634,0.434782608695652,"Y","car",0.0526401231969106,0.0513912518752907,0.293940911367051,0.18,0.0784419253468513,0.262655913829803,0.0491966177731694,709.5,0,0.230141778074172
1,7000,36,0.1171,2,0,15.57,0,0.941,17,"N","N",11.2252567257629,10.0077124235937,0.411764705882353,"Y","debt_consolidation",0.0974933645981015,0.0981708573416142,0.404731457800512,0.3075,0.363459765911102,0.426374673843384,0.113586963294907,1169.7,0,0.432398667280225
1,1800,36,0.0662,10,0,23.8,0,0.398,12,"N","N",9.7981825908907,7.49164547360513,0.416666666666667,"N","business",0.181389906280211,0.17667984078576,0.293940911367051,0.5075,0.278531104326248,0.368210941553116,0.2340637299772,209.16,0,0.635810092681542
1,5000,36,0.1242,2,0,20.06,1,0.542,26,"N","N",11.1562648066437,9.51369892381297,0.538461538461538,"N","debt_consolidation",0.100354539320333,0.10131137252292,0.404731457800512,0.315,0.469897627830505,0.443282842636108,0.119727779591681,871,0,0.444882453571141
1,10000,36,0.0751,5,0,4.63,2,0.257,25,"N","N",10.8197982842103,8.7937637591133,0.32,"Y","debt_consolidation",0.0736144175645573,0.0729478724246371,0.293940911367051,0.2425,0.223812147974968,0.294661819934845,0.0656038663940664,1251,0,0.330094744258722
1,23200,36,0.079,3,0,27.99,0,0.47,34,"N","Y",11.0821579333748,10.5018294258222,0.294117647058824,"Y","debt_consolidation",0.0714827390606975,0.0704015767988091,0.293940911367051,0.41,0.370494514703751,0.290869265794754,0.0809205852577157,2992.8,0,0.291987460883209
1,10400,36,0.0991,6,0,11.67,2,0.806,19,"N","N",10.5966597327836,9.36091323045556,0.368421052631579,"Y","debt_consolidation",0.132525032853369,0.13233022978975,0.293940911367051,0.4525,0.290305823087692,0.448419839143753,0.113179491730393,1550.64,0,0.532444344681678
1,13250,36,0.1727,10,0,23.7,0,0.915,18,"N","N",10.8590182281479,9.61600546008701,0.444444444444444,"Y","debt_consolidation",0.195529324781656,0.197078329031114,0.667052916183855,0.5825,0.434262275695801,0.599426209926605,0.185882664252607,2950.775,0,0.641820821027409
1,12000,36,0.1171,3,0,15.97,2,0.562,21,"N","N",11.4349747342529,9.16523839806376,0.523809523809524,"Y","debt_consolidation",0.0946958789611563,0.0959938697252618,0.404731457800512,0.2825,0.302044779062271,0.44855785369873,0.107860870669214,2005.2,0,0.424890457824634
1,8000,36,0.1171,1,0,2.48,0,0.562,8,"Y","N",11.9183972397228,9.18224949180966,0.625,"N","credit_card",0.0449286504106032,0.0455206782253093,0.404731457800512,0.2675,0.203151971101761,0.375356525182724,0.0702821822491538,1336.8,0,0.220605371233221
1,30000,60,0.1242,3,1,0.94,0,0.032,14,"N","N",11.1562648066437,7.05617528410041,0.5,"Y","business",0.251090780459611,0.24824696594826,0.404731457800512,0.6975,0.57746422290802,0.485956132411957,0.263887415753288,0,28500,0.659715183886358
1,10000,36,0.1629,10,0,24.39,1,0.964,18,"N","N",10.5966597327836,9.36443390731358,0.388888888888889,"Y","credit_card",0.181071118753389,0.180764015926479,0.667052916183855,0.485,0.70435756444931,0.630695164203644,0.150579741648615,2129,0,0.62596714658675
1,28000,36,0.1269,5,0,12.35,0,0.675,15,"N","N",11.5129354649202,8.65521448931361,0.466666666666667,"Y","credit_card",0.0805750726574405,0.0805875418797595,0.404731457800512,0.36,0.52607798576355,0.440397322177887,0.0740243427393416,4953.2,0,0.3467919593477
1,10000,36,0.1349,3,0,11.52,0,0.791,20,"N","N",11.0349057929294,9.70887071764802,0.45,"N","debt_consolidation",0.121884847920764,0.122528713443723,0.523691800576844,0.375,0.421413064002991,0.453089028596878,0.116751571448826,1849,0,0.498386241939659
1,18000,36,0.0991,5,0,10,1,0.625,22,"N","N",11.6082447356423,9.42319113380496,0.363636363636364,"Y","debt_consolidation",0.0719625870616979,0.0723569588087012,0.293940911367051,0.13,0.0749349147081375,0.362632483243942,0.0788979119410778,2683.8,0,0.334773441803787
1,25000,60,0.1864,10,1,12.6,0,0.608,25,"Y","N",11.026808713825,10.0973670581638,0.44,"Y","debt_consolidation",0.287148679378399,0.287530296545094,0.667052916183855,0.81,0.780831873416901,0.691089153289795,0.291421191900189,0,23750,0.716105061885596
1,4200,36,0.0603,3,0,8.92,0,0.129,16,"N","N",11.0186455364637,8.34972083747249,0.4375,"N","credit_card",0.0331642031102907,0.0326163531814094,0.293940911367051,0.07,0.0248989723622799,0.232208847999573,0.0447451322143409,463.26,0,0.125382827008636
1,20000,60,0.1465,2,0,12.15,1,0.599,15,"N","Y",10.9331248267007,9.87039601753593,0.6,"Y","credit_card",0.189048254919707,0.18825044228819,0.523691800576844,0.71,0.556925117969513,0.613046765327454,0.178932663450991,3930,0,0.594823326120153
